Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas445      Pavarde445     6    9    0    8    0    10   3    9    6    9    1    
Vardas446      Pavarde446     3    0    0    3    9    6    5    2    5    2    0    
Vardas447      Pavarde447     7    3    9    9    5    1    6    0    3    8    10   
Vardas448      Pavarde448     8    0    9    3    9    2    7    9    8    8    9    
Vardas449      Pavarde449     7    6    7    8    0    9    8    9    2    6    4    
Vardas45       Pavarde45      10   4    1    9    1    10   4    4    5    5    0    
Vardas450      Pavarde450     2    7    10   6    10   6    1    3    4    4    2    
Vardas451      Pavarde451     8    9    1    8    2    7    7    1    10   3    10   
Vardas452      Pavarde452     4    7    9    6    5    5    2    6    6    0    7    
Vardas453      Pavarde453     1    8    8    10   5    7    4    7    9    6    4    
Vardas454      Pavarde454     10   9    4    6    10   4    4    3    4    7    10   
Vardas455      Pavarde455     7    0    9    6    2    8    8    8    8    10   2    
Vardas456      Pavarde456     4    2    8    2    8    8    0    8    0    5    10   
Vardas457      Pavarde457     3    10   6    2    4    2    10   8    7    1    7    
Vardas458      Pavarde458     10   1    2    0    8    6    1    0    5    5    9    
Vardas459      Pavarde459     10   9    10   7    4    1    2    6    0    5    6    
Vardas46       Pavarde46      0    6    9    6    5    7    9    5    3    10   3    
Vardas460      Pavarde460     0    8    5    0    7    0    2    5    1    0    4    
Vardas461      Pavarde461     6    2    4    2    3    0    4    5    10   7    0    
Vardas462      Pavarde462     1    2    7    1    8    7    2    6    7    5    2    
Vardas463      Pavarde463     3    7    10   2    1    8    1    8    0    4    9    
Vardas464      Pavarde464     8    3    9    0    6    4    0    4    7    8    4    
Vardas465      Pavarde465     4    4    0    4    2    7    1    5    6    2    0    
Vardas466      Pavarde466     1    3    10   4    10   9    2    5    9    1    2    
Vardas467      Pavarde467     9    7    1    0    3    10   8    3    10   4    7    
Vardas468      Pavarde468     3    3    9    2    6    5    2    5    8    9    0    
Vardas469      Pavarde469     0    2    4    0    8    8    2    6    4    9    9    
Vardas47       Pavarde47      6    7    7    6    0    6    4    6    3    2    1    
Vardas470      Pavarde470     1    6    0    9    5    9    2    4    3    4    3    
Vardas471      Pavarde471     0    4    1    0    0    5    2    9    5    4    4    
Vardas472      Pavarde472     5    3    1    7    1    6    5    2    8    5    6    
Vardas473      Pavarde473     1    4    3    10   8    7    8    2    2    5    5    
Vardas474      Pavarde474     1    6    3    9    8    4    3    9    5    4    4    
Vardas475      Pavarde475     4    7    2    2    9    5    7    1    7    2    9    
Vardas476      Pavarde476     3    9    0    3    3    5    7    7    8    7    1    
Vardas477      Pavarde477     4    4    7    1    5    1    10   10   8    10   8    
Vardas478      Pavarde478     0    6    4    8    8    1    5    5    9    0    7    
Vardas479      Pavarde479     1    2    9    7    6    3    8    7    10   0    0    
Vardas48       Pavarde48      10   2    7    0    2    0    4    1    3    4    5    
Vardas480      Pavarde480     8    9    0    7    0    3    3    0    10   7    9    
Vardas481      Pavarde481     0    9    10   7    9    2    1    7    5    7    8    
Vardas482      Pavarde482     10   0    2    1    10   5    7    0    8    4    6    
Vardas483      Pavarde483     6    9    5    0    9    7    3    2    0    7    10   
Vardas484      Pavarde484     5    4    0    1    3    7    8    9    4    10   6    
Vardas485      Pavarde485     6    2    8    4    0    10   10   0    0    10   1    
Vardas486      Pavarde486     3    5    9    5    4    6    0    1    8    1    3    
Vardas487      Pavarde487     0    3    3    8    2    6    8    9    6    10   0    
Vardas488      Pavarde488     2    6    8    9    5    8    2    4    9    9    4    
Vardas489      Pavarde489     3    0    6    10   3    7    4    10   4    6    3    
Vardas49       Pavarde49      2    0    3    1    7    8    7    4    8    2    8    
Vardas490      Pavarde490     4    4    0    8    5    10   4    0    3    3    2    
Vardas491      Pavarde491     8    0    7    10   8    8    0    2    0    3    0    
Vardas492      Pavarde492     8    9    5    10   4    4    2    6    7    1    1    
Vardas493      Pavarde493     10   1    5    8    8    3    2    2    1    10   5    
Vardas494      Pavarde494     10   2    6    7    3    1    9    0    4    4    2    
Vardas495      Pavarde495     8    10   5    4    8    5    3    10   9    3    7    
Vardas496      Pavarde496     9    8    1    8    8    5    10   6    10   3    3    
Vardas497      Pavarde497     4    2    8    0    4    3    4    9    5    7    7    
Vardas498      Pavarde498     2    9    6    10   0    5    5    10   3    10   3    
Vardas499      Pavarde499     1    3    7    10   2    0    1    2    3    10   7    
Vardas5        Pavarde5       5    1    8    10   9    9    6    4    3    6    8    
Vardas50       Pavarde50      6    7    7    7    9    0    8    0    1    4    4    
Vardas500      Pavarde500     4    5    5    7    8    8    9    1    4    3    4    
Vardas501      Pavarde501     2    1    4    8    7    5    2    9    5    1    2    
Vardas502      Pavarde502     10   4    5    7    10   3    1    10   6    0    8    
Vardas503      Pavarde503     3    3    10   0    9    1    4    2    2    6    5    
Vardas504      Pavarde504     0    9    1    3    9    3    2    2    4    7    10   
Vardas505      Pavarde505     8    8    4    1    7    9    8    6    4    6    3    
Vardas506      Pavarde506     8    6    5    0    9    3    8    2    5    2    8    
Vardas507      Pavarde507     3    10   0    8    1    8    0    4    2    4    7    
Vardas508      Pavarde508     0    0    6    5    9    5    6    9    5    4    4    
Vardas509      Pavarde509     6    9    3    3    3    1    4    2    8    3    3    
Vardas51       Pavarde51      9    8    6    2    4    0    10   4    7    7    9    
Vardas510      Pavarde510     10   10   3    9    4    1    9    4    10   9    0    
Vardas511      Pavarde511     3    7    7    5    1    5    9    2    4    7    8    
Vardas512      Pavarde512     6    10   6    7    1    2    10   3    5    1    7    
Vardas513      Pavarde513     1    0    5    7    5    5    8    1    10   0    8    
Vardas514      Pavarde514     3    3    3    4    7    2    9    6    3    2    0    
Vardas515      Pavarde515     8    4    9    4    0    2    5    10   4    7    6    
Vardas516      Pavarde516     8    5    5    10   2    3    4    6    7    1    2    
Vardas517      Pavarde517     3    3    10   0    2    8    4    2    5    5    4    
Vardas518      Pavarde518     1    7    5    1    3    10   0    7    1    10   8    
Vardas519      Pavarde519     5    0    1    4    4    3    6    8    9    4    0    
Vardas52       Pavarde52      10   10   6    4    8    10   5    10   5    6    0    
Vardas520      Pavarde520     7    1    8    2    8    3    10   10   5    5    3    
Vardas521      Pavarde521     10   8    10   1    2    6    3    5    2    3    5    
Vardas522      Pavarde522     0    0    3    4    8    2    10   2    7    8    0    
Vardas523      Pavarde523     3    1    7    2    7    0    6    9    7    2    7    
Vardas524      Pavarde524     10   0    6    2    5    7    0    2    3    1    6    
Vardas525      Pavarde525     4    10   6    8    8    2    2    0    4    1    9    
Vardas526      Pavarde526     10   8    8    7    5    5    5    2    3    9    8    
Vardas527      Pavarde527     3    6    3    3    10   2    0    9    9    5    1    
Vardas528      Pavarde528     7    6    3    4    9    4    8    7    4    6    5    
Vardas529      Pavarde529     6    2    9    0    4    3    0    6    9    1    5    
Vardas53       Pavarde53      7    8    7    8    2    0    10   5    9    3    0    
Vardas530      Pavarde530     10   0    10   0    3    2    7    5    8    7    9    
Vardas531      Pavarde531     9    8    7    9    10   8    10   6    6    5    10   
Vardas532      Pavarde532     7    10   8    3    6    8    1    5    0    3    4    
Vardas533      Pavarde533     7    9    4    1    3    9    7    8    6    3    0    
Vardas534      Pavarde534     7    7    1    5    3    6    5    0    9    9    8    
Vardas535      Pavarde535     10   9    2    5    0    1    5    3    0    5    6    
Vardas536      Pavarde536     9    5    3    0    8    0    1    6    1    1    1    
Vardas537      Pavarde537     6    4    4    10   9    7    2    0    7    1    2    
Vardas538      Pavarde538     7    6    6    7    8    8    9    0    7    6    9    
Vardas539      Pavarde539     9    1    8    5    1    0    9    8    0    10   7    
Vardas54       Pavarde54      6    5    8    8    4    2    10   5    10   4    4    
Vardas540      Pavarde540     0    3    0    1    10   6    4    7    3    7    2    
Vardas541      Pavarde541     9    7    4    4    5    2    7    2    1    1    2    
Vardas542      Pavarde542     2    5    8    8    9    2    3    5    5    4    7    
Vardas543      Pavarde543     9    2    1    7    3    5    0    6    9    9    0    
Vardas544      Pavarde544     2    8    8    10   6    9    9    1    0    10   6    
Vardas545      Pavarde545     7    6    9    4    8    7    2    8    2    2    3    
Vardas546      Pavarde546     2    2    3    0    10   7    6    2    1    2    7    
Vardas547      Pavarde547     3    9    4    4    2    9    2    1    6    1    8    
Vardas548      Pavarde548     5    7    1    7    9    8    5    8    8    4    6    
Vardas549      Pavarde549     3    6    7    2    4    5    2    3    4    7    2    
Vardas55       Pavarde55      0    3    1    7    1    10   10   10   0    3    9    
Vardas550      Pavarde550     8    3    4    1    2    6    10   2    9    7    4    
Vardas551      Pavarde551     0    5    8    1    9    0    4    7    5    1    5    
Vardas552      Pavarde552     9    7    4    3    10   7    9    10   10   0    2    
Vardas553      Pavarde553     10   0    8    7    10   9    4    7    8    3    8    
Vardas554      Pavarde554     6    7    6    8    1    5    1    5    1    6    8    
Vardas555      Pavarde555     1    9    9    7    6    4    7    0    4    0    10   
Vardas556      Pavarde556     6    3    0    6    7    8    8    5    0    6    2    
Vardas557      Pavarde557     1    10   7    8    10   5    8    10   1    10   10   
Vardas558      Pavarde558     5    10   4    8    4    9    0    0    6    10   8    
Vardas559      Pavarde559     5    5    10   4    8    0    8    9    7    8    5    
Vardas56       Pavarde56      8    7    8    4    3    6    4    9    10   4    1    
Vardas560      Pavarde560     8    9    0    1    3    10   2    10   3    0    3    
Vardas561      Pavarde561     10   7    10   10   8    10   6    7    4    2    9    
Vardas562      Pavarde562     1    8    1    8    5    4    4    4    6    1    3    
Vardas563      Pavarde563     1    1    5    2    0    2    9    3    5    7    3    
Vardas564      Pavarde564     4    8    1    2    10   2    1    6    3    5    9    
Vardas565      Pavarde565     4    8    8    8    5    9    10   6    5    8    10   
Vardas566      Pavarde566     10   5    10   2    8    1    2    3    3    0    8    
Vardas567      Pavarde567     2    0    9    6    4    2    5    1    10   0    8    
Vardas568      Pavarde568     2    3    9    10   0    1    4    9    4    1    4    
Vardas569      Pavarde569     10   8    3    4    4    0    6    0    5    6    8    
Vardas57       Pavarde57      0    0    2    3    3    0    1    8    4    7    9    
Vardas570      Pavarde570     1    6    4    10   5    7    5    9    7    6    1    
Vardas571      Pavarde571     8    10   4    5    8    2    1    9    2    10   8    
Vardas572      Pavarde572     7    4    2    9    9    10   2    9    9    1    7    
Vardas573      Pavarde573     8    3    3    0    2    9    0    5    8    7    6    
Vardas574      Pavarde574     3    8    10   2    5    8    2    5    1    0    5    
Vardas575      Pavarde575     1    9    4    8    5    2    0    4    9    4    0    
Vardas576      Pavarde576     2    0    10   7    2    4    8    0    4    10   4    
Vardas577      Pavarde577     6    6    7    1    3    3    0    6    3    8    2    
Vardas578      Pavarde578     0    7    6    6    0    1    2    0    2    0    3    
Vardas579      Pavarde579     9    1    0    9    6    7    10   4    7    2    1    
Vardas58       Pavarde58      10   10   1    10   3    10   3    7    4    7    10   
Vardas580      Pavarde580     3    4    4    6    10   10   7    10   3    2    0    
Vardas581      Pavarde581     1    5    5    9    8    5    8    8    5    7    10   
Vardas582      Pavarde582     4    10   6    2    10   5    1    4    3    8    2    
Vardas583      Pavarde583     3    6    3    6    3    8    0    2    7    7    4    
Vardas584      Pavarde584     5    5    1    8    6    3    10   7    0    0    5    
Vardas585      Pavarde585     6    10   8    3    2    9    10   10   0    10   1    
Vardas586      Pavarde586     2    10   10   1    2    8    7    10   2    9    2    
Vardas587      Pavarde587     0    3    7    6    4    8    10   0    2    8    10   
Vardas588      Pavarde588     1    4    6    5    1    6    4    0    1    5    1    
Vardas589      Pavarde589     7    1    9    7    1    10   0    0    4    0    7    
Vardas59       Pavarde59      2    2    10   8    5    9    2    4    4    10   6    
Vardas590      Pavarde590     1    3    5    3    3    2    0    7    6    3    3    
Vardas591      Pavarde591     2    2    4    6    3    9    7    9    3    5    2    
Vardas592      Pavarde592     0    4    4    0    2    10   5    0    5    6    2    
Vardas593      Pavarde593     7    5    7    5    4    7    2    8    4    5    7    
Vardas594      Pavarde594     2    5    1    0    0    6    5    5    7    5    3    
Vardas595      Pavarde595     3    5    9    6    1    8    4    7    1    10   1    
Vardas596      Pavarde596     3    1    10   9    10   8    9    0    9    2    5    
Vardas597      Pavarde597     9    7    3    3    9    0    5    2    8    5    1    
Vardas598      Pavarde598     10   7    1    8    2    0    9    0    0    10   8    
Vardas599      Pavarde599     6    1    7    7    1    1    0    3    2    3    5    
Vardas6        Pavarde6       3    5    4    8    1    3    3    6    8    9    1    
Vardas60       Pavarde60      3    7    1    1    4    6    8    2    6    5    1    
Vardas600      Pavarde600     0    5    8    2    2    9    0    4    4    10   5    
Vardas601      Pavarde601     1    6    6    6    10   3    6    7    6    0    2    
Vardas602      Pavarde602     1    1    3    7    10   10   9    0    8    6    2    
Vardas603      Pavarde603     0    7    9    4    3    7    9    2    6    2    9    
Vardas604      Pavarde604     7    9    6    1    3    8    3    9    7    2    0    
Vardas605      Pavarde605     8    7    7    7    4    6    9    10   10   2    5    
Vardas606      Pavarde606     9    3    2    4    5    9    1    10   7    0    2    
Vardas607      Pavarde607     4    9    4    2    2    0    8    3    9    3    10   
Vardas608      Pavarde608     7    10   4    0    4    9    1    7    3    4    8    
Vardas609      Pavarde609     1    0    1    5    4    4    10   3    0    7    6    
Vardas61       Pavarde61      0    10   3    3    3    7    7    4    9    10   10   
Vardas610      Pavarde610     1    5    3    3    1    5    2    2    5    4    6    
Vardas611      Pavarde611     2    3    6    3    2    7    8    6    7    4    10   
Vardas612      Pavarde612     0    0    4    3    6    1    10   9    9    6    5    
Vardas613      Pavarde613     4    4    8    10   2    6    8    3    1    10   6    
Vardas614      Pavarde614     6    7    1    5    10   3    4    0    7    3    0    
Vardas615      Pavarde615     8    0    4    0    8    5    7    8    5    2    0    
Vardas616      Pavarde616     1    0    2    4    5    0    2    0    4    9    2    
Vardas617      Pavarde617     6    0    4    7    10   4    7    8    0    6    8    
Vardas618      Pavarde618     9    2    9    3    0    2    4    0    8    0    6    
Vardas619      Pavarde619     0    10   8    1    1    6    5    7    8    6    2    
Vardas62       Pavarde62      2    3    4    2    3    5    5    1    4    6    0    
Vardas620      Pavarde620     4    1    7    3    6    8    10   10   3    1    1    
Vardas621      Pavarde621     3    4    9    0    10   3    3    1    8    4    10   
Vardas622      Pavarde622     6    5    1    6    4    0    8    3    6    2    7    
Vardas623      Pavarde623     5    9    6    0    6    3    1    6    5    10   9    
Vardas624      Pavarde624     10   1    4    5    9    0    8    9    3    9    4    
Vardas625      Pavarde625     6    9    6    0    1    0    4    10   5    4    5    
Vardas626      Pavarde626     10   0    3    1    4    6    3    7    3    9    2    
Vardas627      Pavarde627     6    2    9    4    3    2    4    0    8    6    1    
Vardas628      Pavarde628     0    3    1    9    0    6    5    10   4    0    3    
Vardas629      Pavarde629     7    0    2    7    3    5    1    7    3    6    5    
Vardas63       Pavarde63      10   2    1    1    0    9    6    10   4    7    2    
Vardas630      Pavarde630     1    8    5    9    1    8    2    7    4    4    0    
Vardas631      Pavarde631     6    4    1    6    2    6    4    3    9    1    7    
Vardas632      Pavarde632     3    10   1    0    1    6    5    4    8    10   1    
Vardas633      Pavarde633     6    2    0    8    6    2    5    7    10   5    4    
Vardas634      Pavarde634     4    2    4    3    10   10   10   7    4    7    4    
Vardas635      Pavarde635     5    4    1    2    3    5    1    4    3    7    7    
Vardas636      Pavarde636     1    6    2    4    4    4    10   2    1    2    1    
Vardas637      Pavarde637     1    10   0    7    6    5    4    7    6    10   10   
Vardas638      Pavarde638     1    2    8    1    3    2    8    6    2    6    6    
Vardas639      Pavarde639     1    4    8    10   9    0    4    0    10   1    6    
Vardas64       Pavarde64      7    0    4    3    5    10   2    10   0    0    1    
Vardas640      Pavarde640     5    3    10   5    7    3    9    5    10   7    1    
Vardas641      Pavarde641     9    8    9    2    9    1    8    4    2    3    7    
Vardas642      Pavarde642     4    7    7    7    7    6    4    2    5    1    0    
Vardas643      Pavarde643     3    6    2    4    7    0    10   0    7    0    0    
Vardas644      Pavarde644     10   3    10   8    1    4    6    5    3    0    7    
Vardas645      Pavarde645     4    6    6    4    1    3    8    0    0    5    3    
Vardas646      Pavarde646     3    9    4    10   10   0    7    0    5    7    1    
Vardas647      Pavarde647     7    5    5    3    6    4    6    4    4    9    2    
Vardas648      Pavarde648     4    2    0    6    6    7    2    1    9    4    9    
Vardas649      Pavarde649     5    9    2    4    0    10   3    0    10   10   5    
Vardas65       Pavarde65      7    10   1    10   10   8    2    7    7    7    8    
Vardas650      Pavarde650     6    10   9    0    1    1    8    5    4    7    0    
Vardas651      Pavarde651     0    5    2    10   7    8    4    0    5    8    5    
Vardas652      Pavarde652     10   10   4    8    2    2    2    3    4    5    4    
Vardas653      Pavarde653     8    3    8    5    7    6    9    8    5    3    8    
Vardas654      Pavarde654     2    7    9    6    4    8    2    0    1    7    9    
Vardas655      Pavarde655     7    3    6    0    1    1    3    6    6    7    5    
Vardas656      Pavarde656     0    6    8    5    8    7    2    10   7    0    3    
Vardas657      Pavarde657     2    10   2    7    1    9    8    8    3    5    8    
Vardas658      Pavarde658     2    2    8    3    5    8    7    6    5    7    10   
Vardas659      Pavarde659     9    10   2    7    3    6    7    2    1    9    9    
Vardas66       Pavarde66      1    3    8    7    10   0    3    1    2    1    8    
Vardas660      Pavarde660     5    1    6    7    2    0    1    4    1    6    5    
Vardas661      Pavarde661     4    2    6    6    2    5    5    4    8    8    8    
Vardas662      Pavarde662     2    1    7    9    5    4    4    3    9    5    10   
Vardas663      Pavarde663     3    0    9    1    5    8    0    1    7    10   0    
Vardas664      Pavarde664     7    8    7    5    4    9    9    9    0    0    0    
Vardas665      Pavarde665     5    5    10   6    8    1    2    10   8    8    5    
Vardas666      Pavarde666     5    8    8    2    10   10   4    3    6    7    7    
Vardas667      Pavarde667     4    3    7    6    4    9    7    5    2    8    2    
Vardas668      Pavarde668     2    8    7    1    9    1    7    1    4    0    10   
Vardas669      Pavarde669     4    4    3    7    9    1    5    7    5    10   7    
Vardas67       Pavarde67      2    8    9    6    6    3    0    4    2    9    0    
Vardas670      Pavarde670     0    3    0    9    9    7    10   1    6    0    9    
Vardas671      Pavarde671     4    2    9    3    3    1    10   3    4    4    0    
Vardas672      Pavarde672     3    5    3    9    0    3    4    2    0    5    2    
Vardas673      Pavarde673     7    3    9    5    9    4    4    5    5    3    6    
Vardas674      Pavarde674     7    0    3    3    2    3    4    1    7    10   4    
Vardas675      Pavarde675     1    9    6    5    7    2    4    3    10   6    9    
Vardas676      Pavarde676     8    9    10   9    1    2    9    1    3    1    3    
Vardas677      Pavarde677     4    1    8    0    8    0    6    6    5    6    5    
Vardas678      Pavarde678     5    1    0    4    4    6    3    10   4    2    4    
Vardas679      Pavarde679     4    1    1    9    5    9    2    9    9    2    4    
Vardas68       Pavarde68      5    6    9    3    1    0    9    2    10   4    10   
Vardas680      Pavarde680     7    5    6    6    1    8    5    9    8    9    9    
Vardas681      Pavarde681     6    9    10   7    6    7    1    10   4    2    10   
Vardas682      Pavarde682     8    1    4    5    6    7    8    5    8    7    6    
Vardas683      Pavarde683     7    4    0    10   0    0    6    4    3    0    9    
Vardas684      Pavarde684     7    10   0    9    6    0    10   2    6    8    0    
Vardas685      Pavarde685     9    7    2    5    10   4    9    3    7    6    0    
Vardas686      Pavarde686     5    4    8    8    8    6    2    6    10   5    6    
Vardas687      Pavarde687     10   3    6    2    2    0    1    8    10   1    5    
Vardas688      Pavarde688     2    1    9    5    3    4    10   6    9    1    8    
Vardas689      Pavarde689     5    10   6    3    5    10   4    8    1    5    1    
Vardas69       Pavarde69      6    0    9    2    2    3    4    1    7    7    2    
Vardas690      Pavarde690     6    10   4    9    1    1    5    3    1    5    9    
Vardas691      Pavarde691     5    1    9    4    2    2    1    9    3    8    6    
Vardas692      Pavarde692     0    5    0    5    5    0    1    8    8    8    3    
Vardas693      Pavarde693     0    4    3    4    1    7    7    8    0    6    5    
Vardas694      Pavarde694     1    1    9    2    0    6    8    8    3    1    5    
Vardas695      Pavarde695     2    10   3    0    3    0    0    9    3    7    7    
Vardas696      Pavarde696     5    5    2    5    1    7    0    3    2    9    6    
Vardas697      Pavarde697     5    5    5    8    2    8    3    7    7    6    3    
Vardas698      Pavarde698     6    10   2    10   1    4    7    10   1    4    6    
Vardas699      Pavarde699     6    9    1    5    10   6    7    1    1    0    0    
Vardas7        Pavarde7       4    3    1    1    10   1    8    8    1    9    6    
Vardas70       Pavarde70      4    6    9    8    10   8    2    3    7    6    5    
Vardas700      Pavarde700     0    10   4    10   0    0    0    7    9    10   6    
Vardas701      Pavarde701     3    0    8    1    10   6    4    5    9    7    8    
Vardas702      Pavarde702     5    7    3    5    5    6    6    3    10   2    7    
Vardas703      Pavarde703     1    0    4    5    3    1    0    3    7    9    8    
Vardas704      Pavarde704     2    10   2    5    4    0    8    1    0    7    0    
Vardas705      Pavarde705     3    1    10   6    8    4    9    2    3    0    0    
Vardas706      Pavarde706     6    6    6    8    10   3    6    1    10   1    5    
Vardas707      Pavarde707     7    2    2    6    7    3    5    7    7    5    0    
Vardas708      Pavarde708     0    9    4    6    10   7    4    1    9    9    2    
Vardas709      Pavarde709     1    1    7    9    0    7    0    5    1    2    5    
Vardas71       Pavarde71      1    5    2    10   7    5    0    2    4    10   4    
Vardas710      Pavarde710     10   1    8    2    2    7    6    10   8    5    7    
Vardas711      Pavarde711     4    8    10   1    3    10   9    10   0    2    5    
Vardas712      Pavarde712     7    8    8    4    1    3    0    4    8    10   5    
Vardas713      Pavarde713     9    3    9    9    2    4    9    3    7    8    1    
Vardas714      Pavarde714     6    3    10   4    4    6    1    1    4    1    9    
Vardas715      Pavarde715     6    8    5    5    10   10   3    3    8    6    9    
Vardas716      Pavarde716     1    9    0    0    0    9    7    9    0    9    9    
Vardas717      Pavarde717     3    1    2    5    6    9    9    9    10   3    3    
Vardas718      Pavarde718     0    4    0    5    10   8    10   6    4    7    5    
Vardas719      Pavarde719     1    8    4    10   9    10   9    1    10   4    7    
Vardas72       Pavarde72      6    5    5    5    6    0    10   6    7    1    5    
Vardas720      Pavarde720     9    0    3    2    0    3    6    3    3    0    10   
Vardas721      Pavarde721     7    0    7    3    8    8    6    8    0    4    0    
Vardas722      Pavarde722     4    10   3    2    8    0    1    8    2    8    9    
Vardas723      Pavarde723     3    1    7    4    3    7    7    7    10   6    6    
Vardas724      Pavarde724     7    3    6    7    3    8    4    6    6    9    8    
Vardas725      Pavarde725     3    9    10   7    4    4    3    8    5    6    9    
Vardas726      Pavarde726     9    7    2    8    3    0    8    8    0    9    9    
Vardas727      Pavarde727     8    10   5    2    3    7    8    5    5    4    10   
Vardas728      Pavarde728     9    7    3    9    7    2    0    5    7    3    8    
Vardas729      Pavarde729     7    3    1    2    10   8    1    10   2    1    7    
Vardas73       Pavarde73      0    2    5    7    3    0    10   2    4    2    0    
Vardas730      Pavarde730     0    1    0    6    5    4    6    7    6    1    7    
Vardas731      Pavarde731     9    7    5    8    1    10   10   10   2    3    5    
Vardas732      Pavarde732     3    1    4    3    3    5    2    8    1    6    4    
Vardas733      Pavarde733     10   1    4    1    1    2    4    5    4    5    5    
Vardas734      Pavarde734     9    1    4    7    9    5    5    3    6    10   7    
Vardas735      Pavarde735     8    1    10   7    10   3    10   4    1    0    7    
Vardas736      Pavarde736     7    1    0    1    7    0    7    6    1    5    4    
Vardas737      Pavarde737     4    5    3    1    8    5    1    7    6    7    4    
Vardas738      Pavarde738     3    2    0    0    5    6    0    0    5    2    3    
Vardas739      Pavarde739     1    0    7    6    6    7    8    5    5    6    8    
Vardas74       Pavarde74      5    9    6    3    5    7    10   8    1    8    6    
Vardas740      Pavarde740     2    8    8    8    3    6    2    8    7    4    6    
Vardas741      Pavarde741     1    3    7    3    8    3    7    10   0    4    4    
Vardas742      Pavarde742     1    4    5    7    5    2    9    5    4    7    0    
Vardas743      Pavarde743     5    7    2    2    0    3    5    10   7    8    5    
Vardas744      Pavarde744     5    1    6    7    5    4    2    1    1    9    1    
Vardas745      Pavarde745     10   7    5    7    8    1    2    10   8    5    0    
Vardas746      Pavarde746     3    4    9    0    2    0    8    6    1    9    10   
Vardas747      Pavarde747     0    2    9    3    4    7    6    8    7    0    9    
Vardas748      Pavarde748     3    0    6    10   8    3    8    5    0    10   3    
Vardas749      Pavarde749     10   6    1    6    7    9    5    6    8    2    2    
Vardas75       Pavarde75      4    8    10   1    0    2    4    4    5    8    5    
Vardas750      Pavarde750     3    1    2    0    9    8    2    4    9    9    4    
Vardas751      Pavarde751     9    0    10   0    0    5    2    9    0    6    7    
Vardas752      Pavarde752     7    9    10   3    2    4    9    4    8    2    9    
Vardas753      Pavarde753     0    0    9    3    0    10   1    9    3    5    1    
Vardas754      Pavarde754     10   5    5    2    2    10   6    5    10   1    8    
Vardas755      Pavarde755     10   6    0    7    5    2    3    10   3    9    2    
Vardas756      Pavarde756     6    9    5    4    6    9    6    9    6    6    1    
Vardas757      Pavarde757     9    5    3    4    5    1    2    3    3    0    3    
Vardas758      Pavarde758     0    0    6    0    5    8    6    7    7    0    4    
Vardas759      Pavarde759     7    1    10   7    1    10   8    4    8    6    0    
Vardas76       Pavarde76      0    0    10   1    7    5    6    4    7    2    4    
Vardas760      Pavarde760     3    10   10   2    2    10   7    7    4    6    10   
Vardas761      Pavarde761     1    8    6    7    2    6    1    1    3    0    7    
Vardas762      Pavarde762     0    8    1    9    5    1    7    3    0    2    9    
Vardas763      Pavarde763     0    2    10   5    0    7    2    5    3    5    2    
Vardas764      Pavarde764     7    10   7    10   10   7    5    7    4    3    9    
Vardas765      Pavarde765     5    1    9    8    8    2    1    8    4    10   4    
Vardas766      Pavarde766     8    10   9    10   3    5    7    5    2    8    10   
Vardas767      Pavarde767     5    2    7    9    6    8    9    7    9    4    10   
Vardas768      Pavarde768     2    6    6    2    7    10   3    6    3    4    10   
Vardas769      Pavarde769     3    0    2    8    3    3    10   8    2    7    4    
Vardas77       Pavarde77      3    10   5    8    8    8    3    4    0    0    0    
Vardas770      Pavarde770     10   5    4    3    10   0    4    0    7    4    8    
Vardas771      Pavarde771     4    8    7    2    10   8    3    7    4    0    4    
Vardas772      Pavarde772     4    7    2    1    7    8    2    2    0    0    0    
Vardas773      Pavarde773     4    9    4    5    10   1    2    5    10   7    0    
Vardas774      Pavarde774     6    5    1    3    2    5    7    1    0    3    3    
Vardas775      Pavarde775     2    5    8    1    5    10   8    9    5    5    7    
Vardas776      Pavarde776     1    2    8    9    3    6    4    4    2    1    10   
Vardas777      Pavarde777     5    5    5    10   8    2    2    10   1    7    1    
Vardas778      Pavarde778     8    8    4    9    0    4    5    4    3    8    4    
Vardas779      Pavarde779     9    9    3    1    6    8    7    1    8    10   1    
Vardas78       Pavarde78      1    3    0    1    6    10   3    6    8    0    2    
Vardas780      Pavarde780     9    3    1    2    5    9    9    2    10   6    0    
Vardas781      Pavarde781     8    2    2    1    7    5    0    2    1    4    1    
Vardas782      Pavarde782     7    1    4    8    2    6    8    9    7    10   4    
Vardas783      Pavarde783     4    9    4    5    3    7    9    8    8    8    1    
Vardas784      Pavarde784     1    10   6    9    2    2    10   6    4    1    7    
Vardas785      Pavarde785     0    4    9    7    5    5    9    4    7    5    10   
Vardas786      Pavarde786     9    7    10   8    10   5    10   5    6    4    7    
Vardas787      Pavarde787     6    8    0    4    10   0    7    9    1    10   8    
Vardas788      Pavarde788     8    6    7    9    3    0    1    6    4    8    8    
Vardas789      Pavarde789     1    8    6    6    1    6    0    3    7    4    8    
Vardas79       Pavarde79      9    10   6    0    3    10   10   2    4    5    8    
Vardas790      Pavarde790     10   7    1    10   7    2    1    1    8    0    7    
Vardas791      Pavarde791     8    1    3    7    0    1    4    2    5    4    8    
Vardas792      Pavarde792     0    9    6    1    7    10   5    0    6    2    0    
Vardas793      Pavarde793     0    6    2    2    4    2    6    3    10   2    0    
